TA, Crossing, Gate number, Time
Surbhi Goyal, ENTER, 5, 21:03:42
Ankita Mahato, EXIT, 3, 21:03:42
Ujjwal Garg, ENTER, 3, 21:03:50
Shashank Dargar, ENTER, 5, 21:03:52
Surbhi Goyal, EXIT, 3, 21:03:54
Rishabh Oberoi, ENTER, 5, 21:04:07
Vamshi Krishna Vannekala, EXIT, 5, 21:04:10
Khushdev Pandit, ENTER, 3, 21:04:13
Ayush Srivastava, EXIT, 1, 21:04:17
Khushdev Pandit, EXIT, 1, 21:04:21
Aditya Raj Singh, EXIT, 3, 21:04:33
Khushdev Pandit, ENTER, 1, 21:04:39
Khushdev Pandit, EXIT, 1, 21:04:44
Khushdev Pandit, ENTER, 1, 21:04:58
Khushdev Pandit, EXIT, 3, 21:05:09
Khushdev Pandit, ENTER, 3, 21:05:25
Sumit Kumar, ENTER, 3, 21:05:25
Rishabh Oberoi, EXIT, 1, 21:05:28
Mohammed Kaif, ENTER, 1, 21:06:25
Rishabh Oberoi, ENTER, 3, 21:06:53
Yuvraj Singh, EXIT, 3, 21:07:17
Shashank Dargar, EXIT, 3, 21:07:22
Khushdev Pandit, EXIT, 3, 21:07:32
Vibhor Agarwal, ENTER, 5, 21:07:41
Manav Saini, ENTER, 1, 21:08:05
Ujjwal Garg, EXIT, 1, 21:08:09
Khushdev Pandit, ENTER, 1, 21:08:37
Swaib Ilias Mazumder, EXIT, 3, 21:08:45
Khushdev Pandit, EXIT, 5, 21:08:49
Shraman Jain, EXIT, 1, 21:09:04
Bharat Goyal, ENTER, 3, 21:09:07
Manav Saini, EXIT, 5, 21:09:09
Ankita Mahato, ENTER, 5, 21:09:16
Sumit Kumar, EXIT, 1, 21:09:25
Manas, ENTER, 1, 21:09:25
Khushdev Pandit, ENTER, 5, 21:09:35
Swaib Ilias Mazumder, ENTER, 5, 21:09:44
Khushdev Pandit, EXIT, 3, 21:10:24
Shambhavi Sharma, ENTER, 5, 21:10:38
Khushdev Pandit, ENTER, 3, 21:10:47
Shambhavi Sharma, EXIT, 1, 21:11:08
Swati Jha, EXIT, 1, 21:11:40
Sushil Kumar, EXIT, 1, 21:11:44
Manav Saini, ENTER, 5, 21:12:07
Vibhor Agarwal, EXIT, 1, 21:12:19
Sahil Goyal, EXIT, 5, 21:12:21
Shashank Dargar, ENTER, 3, 21:12:24
Dhruv Mishra, ENTER, 5, 21:12:27
Smiti Singhal, ENTER, 3, 21:12:31
Manav Saini, EXIT, 3, 21:12:36
Khushdev Pandit, EXIT, 3, 21:12:41
Snehal, EXIT, 1, 21:12:47
Bharat Goyal, EXIT, 5, 21:12:51
Surbhi Goyal, ENTER, 5, 21:13:41
Khushdev Pandit, ENTER, 1, 21:13:50
Khushdev Pandit, EXIT, 1, 21:14:07
Khushdev Pandit, ENTER, 1, 21:14:11
Gayam Shivakanth Reddy, EXIT, 1, 21:14:11
Kartik Gupta, EXIT, 5, 21:14:12
Gayam Shivakanth Reddy, ENTER, 3, 21:14:31
Khushdev Pandit, EXIT, 3, 21:14:43
Khushdev Pandit, ENTER, 5, 21:14:46
Thanmayee Matha, EXIT, 1, 21:14:47
Rishabh Oberoi, EXIT, 5, 21:15:07
Dhruv Mishra, EXIT, 3, 21:15:09
Rishika Jain, ENTER, 5, 21:15:12
Manas, EXIT, 1, 21:15:26
Aditya Raj Singh, ENTER, 3, 21:15:29
Rohan Dhar, EXIT, 5, 21:15:30
Mohammed Kaif, EXIT, 3, 21:15:32
Sahil Goyal, ENTER, 1, 21:15:37
Bhavya Jain, EXIT, 5, 21:15:37
Swati Jha, ENTER, 3, 21:15:48
Khushdev Pandit, EXIT, 1, 21:15:54
Shambhavi Sharma, ENTER, 5, 21:15:59
Thakkar Divyakumar Rameshbhai, ENTER, 5, 21:16:22
Khushdev Pandit, ENTER, 1, 21:16:24
Khushdev Pandit, EXIT, 1, 21:16:43
Gayam Shivakanth Reddy, EXIT, 1, 21:16:45
Sumit Kumar, ENTER, 1, 21:17:03
Dhruv Mishra, ENTER, 1, 21:17:09
Khushdev Pandit, ENTER, 1, 21:17:11
Bharat Goyal, ENTER, 5, 21:17:11
Mohammed Kaif, ENTER, 3, 21:17:21
Kartik Gupta, ENTER, 3, 21:17:26
Khushdev Pandit, EXIT, 1, 21:17:29
Manav Saini, ENTER, 1, 21:17:30
Khushdev Pandit, ENTER, 3, 21:17:46
Khushdev Pandit, EXIT, 1, 21:17:46
Surbhi Goyal, EXIT, 1, 21:17:49
Manav Saini, EXIT, 3, 21:17:58
Khushdev Pandit, ENTER, 5, 21:18:02
Sumit Kumar, EXIT, 3, 21:18:03
Ankita Mahato, EXIT, 3, 21:18:08
Swatantra kumar nigam, EXIT, 3, 21:18:24
Khushdev Pandit, EXIT, 5, 21:18:35
Ayush Srivastava, ENTER, 1, 21:18:59
Khushdev Pandit, ENTER, 3, 21:19:14
Swatantra kumar nigam, ENTER, 1, 21:19:17
Rishabh Oberoi, ENTER, 5, 21:19:40
Sumit Kumar, ENTER, 3, 21:19:59
Param Shah, EXIT, 3, 21:20:07
Khushdev Pandit, EXIT, 1, 21:20:14
Ankita Mahato, ENTER, 5, 21:20:19
Khushdev Pandit, ENTER, 1, 21:20:34
Khushdev Pandit, EXIT, 5, 21:20:43
Khushdev Pandit, ENTER, 1, 21:20:46
Sumit Kumar, EXIT, 5, 21:20:47
Snehal, ENTER, 3, 21:21:00
Yuvraj Singh, ENTER, 3, 21:21:20
Rishika Jain, EXIT, 1, 21:21:23
Gayam Shivakanth Reddy, ENTER, 5, 21:21:25
Khushdev Pandit, EXIT, 3, 21:21:35
Snehal, EXIT, 5, 21:21:38
Khushdev Pandit, ENTER, 1, 21:21:40
Swaib Ilias Mazumder, EXIT, 3, 21:21:47
Ayush Srivastava, EXIT, 5, 21:21:48
Khushdev Pandit, EXIT, 3, 21:21:59
Shambhavi Sharma, EXIT, 5, 21:22:00
Bhavya Jain, ENTER, 1, 21:22:03
Khushdev Pandit, ENTER, 5, 21:22:04
Bharat Goyal, EXIT, 3, 21:22:06
Khushdev Pandit, EXIT, 5, 21:22:37
Rohan Dhar, ENTER, 5, 21:22:52
Khushdev Pandit, ENTER, 3, 21:22:57
Khushdev Pandit, EXIT, 3, 21:22:57
Kartik Gupta, EXIT, 5, 21:23:00
Param Shah, ENTER, 3, 21:23:14
Khushdev Pandit, ENTER, 5, 21:23:15
Khushdev Pandit, EXIT, 5, 21:23:16
Khushdev Pandit, ENTER, 3, 21:23:30
Karan Baboota, ENTER, 3, 21:23:34
Khushdev Pandit, EXIT, 5, 21:23:47
Khushdev Pandit, ENTER, 5, 21:23:51
Khushdev Pandit, EXIT, 3, 21:24:18
Khushdev Pandit, ENTER, 5, 21:24:20
Shraman Jain, ENTER, 3, 21:24:22
Khushdev Pandit, EXIT, 3, 21:24:26
Khushdev Pandit, ENTER, 5, 21:24:47
Ayush Srivastava, ENTER, 3, 21:24:52
Khushdev Pandit, EXIT, 3, 21:25:16
Param Shah, EXIT, 1, 21:25:27
Khushdev Pandit, ENTER, 3, 21:25:32
Snehal, ENTER, 5, 21:25:43
Khushdev Pandit, EXIT, 1, 21:25:45
Dhruv Mishra, EXIT, 1, 21:25:47
Ankita Mahato, EXIT, 5, 21:25:49
Shraman Jain, EXIT, 3, 21:25:54
Thakkar Divyakumar Rameshbhai, EXIT, 1, 21:25:55
Thanmayee Matha, ENTER, 1, 21:26:10
Sahil Goyal, EXIT, 3, 21:26:14
Khushdev Pandit, ENTER, 3, 21:26:18
Ayush Srivastava, EXIT, 1, 21:26:23
Khushdev Pandit, EXIT, 3, 21:26:27
Kartik Gupta, ENTER, 3, 21:26:29
Manav Saini, ENTER, 1, 21:26:34
Karan Baboota, EXIT, 1, 21:26:42
Swaib Ilias Mazumder, ENTER, 1, 21:26:51
Khushdev Pandit, ENTER, 1, 21:26:56
Swaib Ilias Mazumder, EXIT, 3, 21:26:57
Manav Saini, EXIT, 3, 21:27:06
Param Shah, ENTER, 1, 21:27:21
Khushdev Pandit, EXIT, 1, 21:27:24
Yuvraj Singh, EXIT, 5, 21:27:43
Khushdev Pandit, ENTER, 3, 21:27:44
Khushdev Pandit, EXIT, 5, 21:27:48
Manas, ENTER, 3, 21:27:51
Khushdev Pandit, ENTER, 1, 21:27:59
Khushdev Pandit, EXIT, 5, 21:28:05
Rishika Jain, ENTER, 1, 21:28:06
Khushdev Pandit, ENTER, 5, 21:28:10
Khushdev Pandit, EXIT, 3, 21:28:15
Khushdev Pandit, ENTER, 5, 21:28:43
Sumit Kumar, ENTER, 5, 21:28:43
Manas, EXIT, 5, 21:28:49
Manas, ENTER, 1, 21:28:59
Yuvraj Singh, ENTER, 3, 21:29:30
Khushdev Pandit, EXIT, 3, 21:29:45
Thanmayee Matha, EXIT, 5, 21:30:06
Ayush Srivastava, ENTER, 5, 21:30:23
Khushdev Pandit, ENTER, 1, 21:30:24
Swaib Ilias Mazumder, ENTER, 5, 21:30:25
Khushdev Pandit, EXIT, 5, 21:30:31
Swati Jha, EXIT, 5, 21:30:39
Kartik Gupta, EXIT, 3, 21:30:52
Param Shah, EXIT, 3, 21:31:02
Kartik Gupta, ENTER, 1, 21:31:04
Khushdev Pandit, ENTER, 1, 21:31:09
Khushdev Pandit, EXIT, 3, 21:31:14
Vibhor Agarwal, ENTER, 1, 21:31:16
Bhavya Jain, EXIT, 1, 21:31:35
Khushdev Pandit, ENTER, 3, 21:31:51
Khushdev Pandit, EXIT, 3, 21:32:16
Surbhi Goyal, ENTER, 3, 21:32:51
Khushdev Pandit, ENTER, 5, 21:33:03
Bharat Goyal, ENTER, 5, 21:33:13
Khushdev Pandit, EXIT, 3, 21:33:22
Gayam Shivakanth Reddy, EXIT, 3, 21:33:31
Khushdev Pandit, ENTER, 3, 21:33:40
Mohammed Kaif, EXIT, 5, 21:33:41
Khushdev Pandit, EXIT, 5, 21:34:02
Khushdev Pandit, ENTER, 1, 21:34:16
Khushdev Pandit, EXIT, 1, 21:34:42
Shraman Jain, ENTER, 1, 21:35:08
Mohammed Kaif, ENTER, 5, 21:35:15
Yuvraj Singh, EXIT, 1, 21:35:18
Swaib Ilias Mazumder, EXIT, 1, 21:35:22
Gayam Shivakanth Reddy, ENTER, 5, 21:35:33
Manav Saini, ENTER, 5, 21:35:42
Sumit Kumar, EXIT, 1, 21:36:04
Sumit Kumar, ENTER, 3, 21:36:11
Aryan Chaudhary, ENTER, 5, 21:36:20
Ankita Mahato, ENTER, 3, 21:36:23
Khushdev Pandit, ENTER, 1, 21:36:24
Aryan Chaudhary, EXIT, 1, 21:36:24
Gayam Shivakanth Reddy, EXIT, 1, 21:36:28
Thakkar Divyakumar Rameshbhai, ENTER, 5, 21:36:33
Rishabh Oberoi, EXIT, 5, 21:36:36
Surbhi Goyal, EXIT, 5, 21:36:37
Shashank Dargar, EXIT, 1, 21:36:39
Khushdev Pandit, EXIT, 1, 21:36:46
Swati Jha, ENTER, 3, 21:36:49
Khushdev Pandit, ENTER, 1, 21:37:03
Rishabh Oberoi, ENTER, 5, 21:37:06
Shraman Jain, EXIT, 3, 21:37:11
Rohan Dhar, EXIT, 3, 21:37:13
Swati Jha, EXIT, 5, 21:37:23
Sumit Kumar, EXIT, 3, 21:37:34
Manav Saini, EXIT, 3, 21:38:03
Shashank Dargar, ENTER, 5, 21:38:10
Karan Baboota, ENTER, 5, 21:38:10
Karan Baboota, EXIT, 1, 21:38:12
Khushdev Pandit, EXIT, 3, 21:38:17
Ankita Mahato, EXIT, 5, 21:38:20
Smiti Singhal, EXIT, 1, 21:38:31
Khushdev Pandit, ENTER, 1, 21:38:35
Swati Jha, ENTER, 1, 21:38:43
Khushdev Pandit, EXIT, 1, 21:39:20
Bhavya Jain, ENTER, 1, 21:39:23
Shambhavi Sharma, ENTER, 1, 21:39:27
Param Shah, ENTER, 3, 21:39:28
Yuvraj Singh, ENTER, 5, 21:39:44
Swati Jha, EXIT, 3, 21:39:48
Khushdev Pandit, ENTER, 3, 21:39:52
Sumit Kumar, ENTER, 1, 21:39:57
Rohan Dhar, ENTER, 3, 21:40:07
Khushdev Pandit, EXIT, 3, 21:40:12
Gayam Shivakanth Reddy, ENTER, 3, 21:40:32
Ankita Mahato, ENTER, 1, 21:40:44
Aditya Raj Singh, EXIT, 5, 21:41:03
Ujjwal Garg, ENTER, 1, 21:41:14
Thakkar Divyakumar Rameshbhai, EXIT, 5, 21:41:21
Khushdev Pandit, ENTER, 3, 21:41:26
Ujjwal Garg, EXIT, 5, 21:41:34
Manas, EXIT, 5, 21:41:35
Bhavya Jain, EXIT, 3, 21:41:36
Khushdev Pandit, EXIT, 3, 21:42:09
Anuj Yadav, ENTER, 5, 21:42:11
Surbhi Goyal, ENTER, 1, 21:42:22
Khushdev Pandit, ENTER, 3, 21:42:35
Khushdev Pandit, EXIT, 5, 21:42:44
Khushdev Pandit, ENTER, 1, 21:42:45
Aryan Chaudhary, ENTER, 1, 21:42:54
Khushdev Pandit, EXIT, 3, 21:42:56
Sahil Goyal, ENTER, 1, 21:43:06
Swaib Ilias Mazumder, ENTER, 5, 21:43:07
Khushdev Pandit, ENTER, 5, 21:43:22
Khushdev Pandit, EXIT, 3, 21:43:23
Khushdev Pandit, ENTER, 5, 21:43:42
Aditya Raj Singh, ENTER, 1, 21:43:46
Khushdev Pandit, EXIT, 5, 21:43:48
Surbhi Goyal, EXIT, 3, 21:43:54
Ayush Srivastava, EXIT, 5, 21:44:14
Rohan Dhar, EXIT, 5, 21:44:16
Khushdev Pandit, ENTER, 5, 21:44:20
Anuj Yadav, EXIT, 5, 21:44:28
Khushdev Pandit, EXIT, 5, 21:44:37
Surbhi Goyal, ENTER, 1, 21:44:38
Aditya Raj Singh, EXIT, 3, 21:44:40
Khushdev Pandit, ENTER, 1, 21:44:48
Karan Baboota, ENTER, 1, 21:45:11
Khushdev Pandit, EXIT, 3, 21:45:15
Gayam Shivakanth Reddy, EXIT, 1, 21:45:35
Mohammed Kaif, EXIT, 3, 21:45:46
Dhruv Mishra, ENTER, 1, 21:45:55
Shambhavi Sharma, EXIT, 3, 21:45:59
Aditya Raj Singh, ENTER, 1, 21:45:59
Kartik Gupta, EXIT, 1, 21:46:00
Khushdev Pandit, ENTER, 1, 21:46:06
Surbhi Goyal, EXIT, 5, 21:46:07
Bhavya Jain, ENTER, 5, 21:46:40
Ayush Srivastava, ENTER, 5, 21:46:42
Khushdev Pandit, EXIT, 3, 21:46:43
Swatantra kumar nigam, EXIT, 3, 21:46:49
Mohammed Kaif, ENTER, 5, 21:46:56
Anuj Yadav, ENTER, 5, 21:47:12
Khushdev Pandit, ENTER, 1, 21:47:13
Param Shah, EXIT, 5, 21:47:21
Khushdev Pandit, EXIT, 5, 21:47:22
Khushdev Pandit, ENTER, 5, 21:47:37
Manas, ENTER, 1, 21:47:47
Khushdev Pandit, EXIT, 3, 21:47:52
Vamshi Krishna Vannekala, ENTER, 3, 21:48:11
Anuj Yadav, EXIT, 1, 21:48:20
Khushdev Pandit, ENTER, 3, 21:48:24
Smiti Singhal, ENTER, 5, 21:48:37
Thakkar Divyakumar Rameshbhai, ENTER, 1, 21:48:58
Thanmayee Matha, ENTER, 3, 21:49:13
Thakkar Divyakumar Rameshbhai, EXIT, 1, 21:49:25
Bharat Goyal, EXIT, 1, 21:49:29
Khushdev Pandit, EXIT, 5, 21:49:43
Thanmayee Matha, EXIT, 3, 21:49:43
Khushdev Pandit, ENTER, 3, 21:49:47
Rohan Dhar, ENTER, 5, 21:49:55
Sumit Kumar, EXIT, 3, 21:50:17
Khushdev Pandit, EXIT, 1, 21:50:20
Shashank Dargar, EXIT, 1, 21:50:33
Dhruv Mishra, EXIT, 1, 21:50:33
Param Shah, ENTER, 5, 21:50:40
Shashank Dargar, ENTER, 3, 21:50:50
Khushdev Pandit, ENTER, 3, 21:50:54
Vibhor Agarwal, EXIT, 1, 21:51:06
Khushdev Pandit, EXIT, 1, 21:51:09
Khushdev Pandit, ENTER, 3, 21:51:31
Khushdev Pandit, EXIT, 1, 21:51:35
Vamshi Krishna Vannekala, EXIT, 5, 21:51:47
Anuj Yadav, ENTER, 5, 21:51:47
Snehal, EXIT, 3, 21:51:50
Aditya Raj Singh, EXIT, 5, 21:51:50
Ujjwal Garg, ENTER, 5, 21:51:52
Anuj Yadav, EXIT, 3, 21:51:57
Ayush Srivastava, EXIT, 1, 21:52:00
Bharat Goyal, ENTER, 5, 21:52:00
Khushdev Pandit, ENTER, 1, 21:52:08
Khushdev Pandit, EXIT, 5, 21:52:11
Manav Saini, ENTER, 5, 21:52:23
Karan Baboota, EXIT, 5, 21:52:25
Rishika Jain, EXIT, 3, 21:52:32
Khushdev Pandit, ENTER, 1, 21:52:44
Khushdev Pandit, EXIT, 1, 21:52:50
Aryan Chaudhary, EXIT, 3, 21:52:57
Aditya Raj Singh, ENTER, 5, 21:53:09
Aryan Chaudhary, ENTER, 5, 21:53:20
Gayam Shivakanth Reddy, ENTER, 3, 21:53:31
Param Shah, EXIT, 1, 21:53:40
Kartik Gupta, ENTER, 3, 21:53:45
Khushdev Pandit, ENTER, 5, 21:53:50
Khushdev Pandit, EXIT, 3, 21:53:56
Vamshi Krishna Vannekala, ENTER, 1, 21:53:56
Shambhavi Sharma, ENTER, 5, 21:53:58
Swatantra kumar nigam, ENTER, 1, 21:55:02
Sahil Goyal, EXIT, 1, 21:55:05
Khushdev Pandit, ENTER, 3, 21:55:06
Shashank Dargar, EXIT, 1, 21:55:27
Shraman Jain, ENTER, 1, 21:55:29
Khushdev Pandit, EXIT, 5, 21:55:37
Param Shah, ENTER, 5, 21:55:43
Rishika Jain, ENTER, 5, 21:55:50
Khushdev Pandit, ENTER, 1, 21:55:51
Khushdev Pandit, EXIT, 5, 21:56:51
Swaib Ilias Mazumder, EXIT, 3, 21:56:55
Shambhavi Sharma, EXIT, 1, 21:56:58
Khushdev Pandit, ENTER, 1, 21:57:00
Thakkar Divyakumar Rameshbhai, ENTER, 1, 21:57:17
Bhavya Jain, EXIT, 5, 21:57:29
Rohan Dhar, EXIT, 3, 21:57:38
Ayush Srivastava, ENTER, 1, 21:57:39
Khushdev Pandit, EXIT, 1, 21:57:47
Shraman Jain, EXIT, 3, 21:57:48
Swaib Ilias Mazumder, ENTER, 3, 21:58:01
Khushdev Pandit, ENTER, 5, 21:58:23
Khushdev Pandit, EXIT, 1, 21:58:31
Dhruv Mishra, ENTER, 3, 21:58:33
Ankita Mahato, EXIT, 1, 21:58:35
Khushdev Pandit, ENTER, 3, 21:58:38
Khushdev Pandit, EXIT, 3, 21:58:43
Surbhi Goyal, ENTER, 1, 21:58:46
Mohammed Kaif, EXIT, 1, 21:58:56
Khushdev Pandit, ENTER, 1, 21:59:11
Khushdev Pandit, EXIT, 5, 21:59:13
Khushdev Pandit, ENTER, 3, 21:59:28
Rishabh Oberoi, EXIT, 5, 21:59:38
Karan Baboota, ENTER, 1, 21:59:46
Karan Baboota, EXIT, 1, 21:59:52
Manav Saini, EXIT, 5, 22:00:05
Khushdev Pandit, EXIT, 3, 22:00:28
Sushil Kumar, ENTER, 1, 22:00:29
Bhavya Jain, ENTER, 3, 22:00:35
Khushdev Pandit, ENTER, 5, 22:00:39
Khushdev Pandit, EXIT, 3, 22:00:40
Swati Jha, ENTER, 1, 22:00:53
Ujjwal Garg, EXIT, 3, 22:01:00
Dhruv Mishra, EXIT, 1, 22:01:27
Bharat Goyal, EXIT, 1, 22:01:34
Sahil Goyal, ENTER, 3, 22:01:36
Khushdev Pandit, ENTER, 5, 22:01:52
Khushdev Pandit, EXIT, 5, 22:01:58
Vibhor Agarwal, ENTER, 1, 22:02:08
Gayam Shivakanth Reddy, EXIT, 3, 22:02:28
Smiti Singhal, EXIT, 3, 22:02:34
Sushil Kumar, EXIT, 3, 22:02:45
Khushdev Pandit, ENTER, 3, 22:03:24
Rohan Dhar, ENTER, 3, 22:03:25
Kartik Gupta, EXIT, 1, 22:03:38
Khushdev Pandit, EXIT, 3, 22:04:09
Shambhavi Sharma, ENTER, 5, 22:04:17
Swati Jha, EXIT, 3, 22:04:29
Khushdev Pandit, ENTER, 3, 22:04:34
Khushdev Pandit, EXIT, 5, 22:04:38
Yuvraj Singh, EXIT, 5, 22:05:06
Khushdev Pandit, ENTER, 3, 22:05:23
Dhruv Mishra, ENTER, 5, 22:05:25
Ayush Srivastava, EXIT, 1, 22:05:46
Thakkar Divyakumar Rameshbhai, EXIT, 5, 22:06:06
Mohammed Kaif, ENTER, 3, 22:06:17
Khushdev Pandit, EXIT, 1, 22:06:25
Rohan Dhar, EXIT, 1, 22:06:34
Khushdev Pandit, ENTER, 1, 22:06:41
Sumit Kumar, ENTER, 5, 22:06:44
Ankita Mahato, ENTER, 3, 22:06:48
Manas, EXIT, 1, 22:07:11
Khushdev Pandit, EXIT, 1, 22:07:12
Gayam Shivakanth Reddy, ENTER, 1, 22:07:31
Swaib Ilias Mazumder, EXIT, 1, 22:07:35
Aditya Raj Singh, EXIT, 1, 22:07:36
Swatantra kumar nigam, EXIT, 3, 22:07:40
Khushdev Pandit, ENTER, 3, 22:07:46
Manas, ENTER, 1, 22:07:46
Aditya Raj Singh, ENTER, 5, 22:07:57
Snehal, ENTER, 5, 22:07:59
Khushdev Pandit, EXIT, 3, 22:08:04
Sahil Goyal, EXIT, 1, 22:08:19
Khushdev Pandit, ENTER, 3, 22:08:39
Khushdev Pandit, EXIT, 3, 22:08:50
Khushdev Pandit, ENTER, 5, 22:08:56
Khushdev Pandit, EXIT, 3, 22:09:02
Smiti Singhal, ENTER, 1, 22:09:17
Khushdev Pandit, ENTER, 5, 22:09:35
Rohan Dhar, ENTER, 5, 22:09:41
Aditya Raj Singh, EXIT, 1, 22:09:46
Khushdev Pandit, EXIT, 3, 22:09:54
Khushdev Pandit, ENTER, 1, 22:10:27
Khushdev Pandit, EXIT, 3, 22:10:30
Khushdev Pandit, ENTER, 3, 22:10:36
Yuvraj Singh, ENTER, 5, 22:10:47
Yuvraj Singh, EXIT, 3, 22:10:53
Ankita Mahato, EXIT, 1, 22:10:59
Vamshi Krishna Vannekala, EXIT, 5, 22:11:18
Karan Baboota, ENTER, 5, 22:11:25
Manav Saini, ENTER, 5, 22:11:45
Rohan Dhar, EXIT, 3, 22:11:52
Swati Jha, ENTER, 1, 22:12:09
Manav Saini, EXIT, 5, 22:12:10
Khushdev Pandit, EXIT, 3, 22:12:17
Vibhor Agarwal, EXIT, 3, 22:12:17
Khushdev Pandit, ENTER, 3, 22:12:25
Vibhor Agarwal, ENTER, 5, 22:12:27
Khushdev Pandit, EXIT, 1, 22:12:28
Khushdev Pandit, ENTER, 3, 22:12:42
Snehal, EXIT, 5, 22:12:47
Rishika Jain, EXIT, 1, 22:12:58
Khushdev Pandit, EXIT, 3, 22:13:06
Khushdev Pandit, ENTER, 5, 22:13:07
Khushdev Pandit, EXIT, 5, 22:13:11
Khushdev Pandit, ENTER, 3, 22:13:12
Khushdev Pandit, EXIT, 1, 22:13:15
Sushil Kumar, ENTER, 3, 22:13:22
Rishika Jain, ENTER, 5, 22:13:37
Khushdev Pandit, ENTER, 5, 22:13:39
Anuj Yadav, ENTER, 5, 22:13:53
Khushdev Pandit, EXIT, 3, 22:13:57
Rohan Dhar, ENTER, 5, 22:14:01
Shashank Dargar, ENTER, 1, 22:14:42
Bhavya Jain, EXIT, 5, 22:14:45
Khushdev Pandit, ENTER, 3, 22:14:46
Khushdev Pandit, EXIT, 5, 22:14:50
Thakkar Divyakumar Rameshbhai, ENTER, 1, 22:15:07
Yuvraj Singh, ENTER, 5, 22:15:20
Vibhor Agarwal, EXIT, 5, 22:15:31
Shashank Dargar, EXIT, 5, 22:15:34
Vibhor Agarwal, ENTER, 3, 22:15:39
Smiti Singhal, EXIT, 5, 22:15:41
Khushdev Pandit, ENTER, 3, 22:15:58
Mohammed Kaif, EXIT, 3, 22:15:58
Ayush Srivastava, ENTER, 5, 22:15:59
Sumit Kumar, EXIT, 5, 22:16:00
Rishabh Oberoi, ENTER, 3, 22:16:03
Sushil Kumar, EXIT, 5, 22:16:09
Swatantra kumar nigam, ENTER, 3, 22:16:11
Shashank Dargar, ENTER, 1, 22:16:14
Param Shah, EXIT, 3, 22:16:14
Gayam Shivakanth Reddy, EXIT, 1, 22:16:14
Swatantra kumar nigam, EXIT, 3, 22:16:16
Anuj Yadav, EXIT, 5, 22:16:17
Yuvraj Singh, EXIT, 5, 22:16:26
Param Shah, ENTER, 5, 22:16:30
Rishabh Oberoi, EXIT, 5, 22:16:37
Manas, EXIT, 1, 22:16:39
Khushdev Pandit, EXIT, 3, 22:16:50
Khushdev Pandit, ENTER, 3, 22:16:53
Manas, ENTER, 1, 22:16:56
Rishika Jain, EXIT, 3, 22:16:58
Khushdev Pandit, EXIT, 3, 22:17:18
Aditya Raj Singh, ENTER, 5, 22:17:18
Khushdev Pandit, ENTER, 3, 22:17:42
Ayush Srivastava, EXIT, 1, 22:17:48
Khushdev Pandit, EXIT, 1, 22:17:54
Snehal, ENTER, 3, 22:18:05
Aditya Raj Singh, EXIT, 3, 22:18:12
Khushdev Pandit, ENTER, 5, 22:18:20
Gayam Shivakanth Reddy, ENTER, 5, 22:18:23
Manas, EXIT, 5, 22:18:25
Karan Baboota, EXIT, 3, 22:18:40
Rohan Dhar, EXIT, 1, 22:18:59
Bharat Goyal, ENTER, 5, 22:19:14
Khushdev Pandit, EXIT, 3, 22:19:20
Aditya Raj Singh, ENTER, 5, 22:19:53
Shraman Jain, ENTER, 5, 22:19:55
Shambhavi Sharma, EXIT, 3, 22:20:12
Manav Saini, ENTER, 3, 22:20:13
Khushdev Pandit, ENTER, 3, 22:20:17
Rishabh Oberoi, ENTER, 5, 22:20:23
Shraman Jain, EXIT, 1, 22:20:26
Swatantra kumar nigam, ENTER, 3, 22:20:31
Bhavya Jain, ENTER, 3, 22:20:34
Ankita Mahato, ENTER, 3, 22:20:52
Yuvraj Singh, ENTER, 1, 22:20:54
Khushdev Pandit, EXIT, 1, 22:20:56
Shambhavi Sharma, ENTER, 1, 22:20:57
Khushdev Pandit, ENTER, 1, 22:21:20
Manas, ENTER, 1, 22:21:59
Khushdev Pandit, EXIT, 3, 22:22:01
Aryan Chaudhary, EXIT, 1, 22:22:26
Aryan Chaudhary, ENTER, 3, 22:22:28
Aryan Chaudhary, EXIT, 1, 22:22:48
Shraman Jain, ENTER, 5, 22:22:59
Bharat Goyal, EXIT, 1, 22:23:02
Shraman Jain, EXIT, 1, 22:23:07
Swati Jha, EXIT, 1, 22:23:20
Dhruv Mishra, EXIT, 5, 22:23:20
Khushdev Pandit, ENTER, 5, 22:23:21
Khushdev Pandit, EXIT, 3, 22:23:31
Khushdev Pandit, ENTER, 1, 22:23:33
Rishabh Oberoi, EXIT, 3, 22:23:35
Shashank Dargar, EXIT, 5, 22:23:39
Khushdev Pandit, EXIT, 3, 22:23:45
Anuj Yadav, ENTER, 3, 22:23:58
Shraman Jain, ENTER, 5, 22:24:06
Swati Jha, ENTER, 5, 22:24:14
Khushdev Pandit, ENTER, 5, 22:24:38
Khushdev Pandit, EXIT, 1, 22:24:42
Param Shah, EXIT, 5, 22:25:09
Khushdev Pandit, ENTER, 3, 22:25:12
Snehal, EXIT, 3, 22:25:35
Karan Baboota, ENTER, 1, 22:25:36
Smiti Singhal, ENTER, 3, 22:26:09
Khushdev Pandit, EXIT, 5, 22:26:22
Smiti Singhal, EXIT, 1, 22:26:35
Khushdev Pandit, ENTER, 5, 22:26:42
Vamshi Krishna Vannekala, ENTER, 5, 22:26:45
Sumit Kumar, ENTER, 3, 22:26:57
Shraman Jain, EXIT, 5, 22:26:59
Manas, EXIT, 5, 22:27:07
Khushdev Pandit, EXIT, 5, 22:28:23
Ujjwal Garg, ENTER, 5, 22:28:24
